,0
289,"Нұр-Сұлтанда Алматы ауданында өрт шықты. Онда жекеменшік үй өртенген, - деп хабарлайды Tengrinews.kz тілшісі елордалық ТЖД баспасөз қызметіне"
290,"Павлодар облысындағы қарағай орманында ірі өртті сөндіру жұмыстары жалғасып жатыр. Өртке оранған алқап мың гектарға жетті, - деп хабарлайды"
291,"Қайғылы жағдай 13 сәуірде сағат 00:30-да Хонкен қаласының маңындағы қалааралық тасжолда болған, - деп хабарлайды Кaz.tengritravel.kz порталы"
292,"Алматы облысының Балқаш ауданында өрт шықты. Алдын ала ақпарат бойынша, коттедждер мен балық аулау базаларындағы су көлігі өртенген. Бір адамның"
293,Павлодар маңындағы ауылда әйелдер монастыры өртеніп кетті. Өрт сөндірушілер келгенше ғимарат ішіндегі адамдар сыртқа шығып үлгерген. Өрттің
294,"Республика сарайының артынан көрінген қою қара түтін алматылықтарды үрейлендірді, - деп хабарлайды Tengrinews.kz тілшісі."
295,Өрт Екібастұз қаласының маңындағы Солнечный кентіндегі жеке кәсіпорын аумағында болды. Павлодар облысы Төтенше жағдайлар департаментінің ақпараты
296,"Нигер астанасы Ниамейдегі мектепте болған өрт кезінде 20-ға жуық оқушы қаза тапты, - деп хабарлайды РИА Новости. "
297,"2020 жылдың жазында болған ""Қазақфильм"" киностудиясындағы өрт дерегі бойынша тергеу жалғасып жатыр , - деп хабарлайды Tengrinews.kz тілшісі."
298,"Алматыда Рысқұлов даңғылында екі қабатты ғимарат өртенді, оны 60 адам сөндірді, - деп хабарлайды Tengrinews.kz тілшісі."
299,"Нұр-Сұлтанда ""Шапағат"" базарынан өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі."
300,"Павлодардағы үйлердің бірінен түнде өрт шығып, тұрғындар пәтерлерін тастап, далаға шығуға мәжбүр болды. Облыстық төтенше жағдайлар департаментінің"
301,"Индонезиядағы мұнай өңдеу зауытында жойқын жарылыс болып, ол алапат өртке ұласты, - деп хабарлайды  Reuters."
302,"Лисаковте пеште тұрған тамақты қараусыз қалдыру салдарынан газ жарылды, - деп хабарлайды Tengrinews.kz тілшісі Alau.kz басылымына сілтеме жасап."
303,"Шымкентте 26 наурызда өртсөндірушілер өртенген көлік ішінен жанып кеткен ер адамның денесін тапты, - деп хабарлайды Tengrinews.kz тілшісі ""Otyrar"""
304,"Алматы облысындағы тасжолда ГАЗ-53 жүк көлігі өртеніп кетті. Оқиға видеосы әлеуметтік желіде тарады, - деп хабарлайды Tengrinews.kz тілшісі."
305,"Алматыда Барахолка базарынан өрт шықты. Тауарларға арналған бірнеше қойма жанып жатыр, - деп хабарлайды Tengrinews.kz тілшісі."
306,"Қызылорда облысында үй ішіндегі газ баллоны жарылып, бір отбасының төрт адамы қаза тапты, - деп хабарлайды Tengrinews.kz тілшісі облыстық ТЖД"
307,"Грекия жағалауында MSC Lirica круиз кемесі өртенді, - деп хабарлайды lenta.ru порталы Kapital сайтына сілтеме жасап."
308,"Нұр-Сұлтанда Porsche Cayenne жанып жатыр. Оқиға орнына өртсөндірушілер шықты, - деп хабарлайды Tengrinews.kz тілшісі."
309,"13 наурызда таңертең астанада көлік өртенді. Оқиға орнында көлік иесі болмаған, - деп хабарлайды Tengrinews.kz тілшісі."
310,"Алматыда тұрғын үй кешенінің бірінің тұрағында екі көлік жанып кетті, - деп хабарлайды Tengrinews.kz тілшісі."
311,"Алматы облысында газ құбырынан табиғи газ шығып, салдарынан жақын жерде тұрған көлік жанған. Төтенше жағдайлар департаменті ақпарат берді, -"
312,Қазақстандықтар жанып жатқан өзеннің видеосын талқылап жатыр. Танымал өскемендік @osa_uka_vko Instagram-аккаунтында жарияланған қысқа роликте
313,"Солтүстік Қазақстан облысында өрт сөндіру көлігі тазаланбаған жолдардың кесірінен өртеніп жатқан үйге жете алмады, - деп хабарлайды Tengrinews.kz"
314,"Патрульдік полиция қызметкерлері облыстық аурухана ішінен жарылыс даусын естіген. Нәтижесінде олар дүрбелеңге түскен адамдарды көшеге шығарып,"
315,"Кеше, 5 наурызда Теңіз кен орнындағы вахталық қалашықтардың бірінде бес жолаушылар автобусы жанып кетті, - деп хабарлайды Tengrinews.kz тілшісі."
316,"Бақытжан Жақсылықов Жамбыл облысы Сарысу ауданы әкімі қызметінен босатылды, - деп хабарлайды Tengrinews.kz тілшісі."
317,"Нұр-Сұлтанда Мәңгілік Ел даңғылында автокөлік өртенді, - деп хабарлайды Tengrinews.kz тілшісі қалалық ТЖД-ға сілтеме жасап."
318,"Солтүстік Қазақстан облысы Аққайың ауданында өрттен бала қаза тапты. Бұл кезде ата-анасы үйде болмаған, - деп хабарлайды Tengrinews.kz тілшісі."
319,"Қазақстанда өрт кезінде қаза тапқан адамдар саны 19 пайызға өсті. Бұл туралы төтенше жағдайлар министрі Юрий Ильин мәлімдеді, - деп хабарлайды"
320,Төтенше жағдайлар министрлігі Қазақстанда өрт сөндірушілердің жалақысы туралы айтты. 20 жылдан аса еңбек өтілі бар өрт сөндіруші 177 мың теңге
321,"Алматыдағы қоймалардың бірінде өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі Алматы қаласы Төтенше жағдайлар департаменті баспасөз қызметіне"
322,"Түркістанда бір отбасы неден қайтыс болғаны анықталды, - деп хабарлайды Tengrinews.kz тілшісі Түркістан облысы әкімдігі өкілдеріне сілтеме жасап."
323,"Түркістанда жекеменшік үйде бес адам өлі табылды, - деп хабарлайды Tengrinews.kz тілшісі ҚР ТЖМ ресми өкілі Талғат Уәлиге сілтеме жасап."
324,"Павлодар облысында өртсөндіруші қызмет барысында қайтыс болды. Бұл туралы ҚР ТЖМ ресми өкілі Талғат Уәли естіртті, - деп хабарлайды Tengrinews.kz"
325,"Жамбыл облысындағы бес баланың қазасына сіріңке немесе оттық себеп болуы мүмкін. Бұл туралы төтенше жағдайлар министрі Юрий Ильин мәлімдеді,"
326,"Өрттен қаза болған бес баланың ата-анасына жаңа пәтер берілді, - деп хабарлайды Tengrinews.kz тілшісі Жамбыл облысы әкімдігі баспасөз қызметіне"
327,"ӨКҚ брифингінде Петропавлдағы көпқабатты үйден шыққан өрттің себебі аталды, - деп хабарлайды Tengrinews.kz тілшісі."
328,"Нұр-Сұлтанда желі қолданушысы мешіт құрылысы үстінен қою түтін шығып жатқанын видеоға түсіріп алған, - деп хабарлайды Tengrinews.kz тілшісі."
329,"СҚО әкімі Құмар Ақсақалов өрт шыққан жерге барды. Оның айтуынша, өрттен зардап шеккен көп қабатты үйдің тұрғындарына көмек көрсетіледі, - деп"
330,"Петропавл орталығында көпқабатты үй көк түтінге оранды , - деп хабарлайды Tengrinews.kz тілшісі Петропавловск.news-ке сілтеме жасап."
331,"Жаңатаста 19 ақпанда бес бала қайтыс болған қайғылы жағдайдың мән-жайын көршілері айтып берді. Олар балаларды құтқаруға тырысқан, - деп хабарлайды"
332,Жамбыл облысының басшысы Бердібек Сапарбаев Facebook-тегі парақшасында Сарысу ауданы Жаңатас қаласында бес баланың өмірін қиған қайғылы оқиғаға
333,"Жамбыл облысы Сарысу ауданы Жаңатас қаласында бес бала қаза тапқан өрттің алдын ала себептері айтылды, - деп хабарлайды Tengrinews.kz тілшісі"
334,"Жамбыл облысы Сарысу ауданы Жаңатас қаласында өрттен бес бала қаза тапты, - деп хабарлайды Tengrinews.kz тілшісі Жамбыл облысы әкімдігіне сілтеме"
335,"Қызылорда қаласында үйлердің бірінде өрт шығып, алты айлық нәрестенің өмірін жалмады. 5 баланың анасы бір қызын терезеден шығарып үлгерген,"
336,"Ауғанстан мен Иран шекарасында орналасқан кеден бекетінде 500-ге жуық көлік өртеніп кетті, - деп хабарлайды The Times of Israel."
337,"Алматыда сауда және ойын-сауық орталықтарының бірінде өрт болды, - деп хабарлайды Tengrinews.kz тілшісі қалалық ТЖД баспасөз қызметіне сілтеме"
338,"Алматыда тұрғын үй ауласында тұрған көлік толығымен жанып кетті, - деп хабарлайды Tengrinews.kz тілшісі."
339,"Алматыда ТЖО-да өрт кезінде 20 көлік жанып кетті. Бұл туралы ТЖМ ресми өкілі Талғат Уәли мәлімдеді, - деп хабарлайды Tengrinews.kz тілшісі."
340,"Қарағанды облысының тұрғыны өрттен аман қалу үшін үшінші қабаттың терезесінен секірді. Салдарынан жұлыны зақымданды, - деп хабарлайды Tengrinews.kz"
341,"Алматы қаласының өрт сөндірушілері ағаш қоймасындағы 1,5 мың шаршы метр аумақты қамтыған өртті жарты сағатта сөндірді, - деп хабарлайды Tengrinews.kz"
342,"Атырау мұнай өңдеу зауытында алау видеоға түсірілді, - деп хабарлайды Tengrinews.kz тілшісі. Видео әлеуметтік желілерде жарияланды."
343,"Нұр-Сұлтанда 13 көлік өртеніп кетті, - деп хабарлайды Tengrinews.kz тілшісі елордалық Төтенше жағдай департаментіне сілтеме жасап. "
344,Алматыда 30 желтоқсанда Түрксіб ауданында Ыстықкөл көшесінің бойындағы екіқабатты ғимараттың шатыры өртенді. Өрт сөндірушілер ғимараттың көп
345,"Маңғыстау облысында жел генераторынан өрт шыққан сәт видеоға түсірілді. Жел генераторы Түпқараған ауданындағы Форт-Шевченкоға кіреберісте өртенген,"
346,Сарбаз Нұр-Сұлтанда кішкентай бес баланы өрттен құтқарды. Ол өрт шыққанын дүкенде тұрған кезде кездейсоқ білген. Ұлттық гвардияның баспасөз
347,"Нұр-Сұлтанда жер үйдің маңындағы көлікжайдан өрт шыққан, - деп хабарлайды Tengrinews.kz тілшісі."
348,"Қарағанды облысында 8 отбасы бір уақытта үйсіз қалды, - деп хабарлайды Tengrinews.kz тілшісі Astana.tv арнасына сілтеме жасап."
349,"Алматыда Президент Іс басқармасының орталық клиникалық ауруханасының ғимаратынан өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі."
350,"Алматыдағы бизнес-орталықтан өрт шықты. Қалалық Төтенше жағдайлар департаменті ғимараттағы өртке қатысты түсініктеме берді, - деп хабарлайды"
351,Павлодардағы бес қабатты үй пәтерлерінің бірінде электр плитасында қалған тамақ өрттің шығуына себеп бола жаздады. Бұл кезде үй иесі ұйықтап
352,"Бір жарым жыл бұрын өрт болған Париж Құдай аналарының соборында алғашқы хор концерт өтті, - деп хабарлайды Reuters. "
353,"Өскеменде автотұрақта тұрған көліктен өрт шықты, - деп хабарлайды YK-news.kz."
354,"Оралда көлікте ұйықтап жатқан ер адам жанып кете жаздады. Оқыс оқиға Круглоозерное кентінде болған, - деп хабарлайды Tengrinews.kz тілшісі ""Мой"
355,"Оралда өрт сөндіру кезінде ер адамның денесі табылды, - деп хабарлайды Tengrinews.kz тілшісі."
356,"Бішкекте қару-жарақ дүкенінде жарылыс болды, - деп хабарлайды Tengrinews.kz тілшісі 24.kg сайтына сілтеме жасап. "
357,"Атырауда түнде базар өртеніп, оны сөндіруге 150-ден аса адам жұмылды, - деп хабарлайды Tengrinews.kz тілшісі ТЖМ баспасөз қызметіне сілтеме"
358,"Мальдив аралдарындағы бес жұлдызды қонақүйде өрттің салдарынан электр қуаты сөндірілді. Туристерді көршілес аралдарға қоныстандырды, - деп хабарлайды"
359,"Өскеменде өртеніп кеткен екі қабатты үйдің тұрғындарына қолдау көрсету мақсатында қаражат жинау басталды, - деп хабарлайды Tengrinews.kz тілшісі."
360,"Ақтөбелік өрт сөндірушілер 57 адамды құтқарды, оның ішінде 25 бала бар, - деп хабарлайды ""КТК"" телеарнасы. "
361,"Алматылық полицейлер көлікті тапсырыспен өртегендерді анықтады, - деп хабарлайды Polisia.kz. "
362,Алматы қаласы Жетісу ауданының өртсөндірушілері өртеніп жатқан жатақханадан 48 жастағы ер адамды құтқарды. Өрт Алматыдағы тауар материалдары
363,"Бес адам зардап шеккен жолаушылар пойызының жүк вагонындағы өртке қатысты қылмыстық іс қозғалды, - деп хабарлайды Tengrinews.kz тілшісі."
364,"Маңғыстау облысында ""Маңғыстау - Ақтөбе"" пойызының жүк вагонында өрт шықты. Бұл туралы ТЖМ ресми өкілі Талғат Уәли айтты, - деп хабарлайды Tengrinews.kz"
365,"Қарағанды облысында ГРЭС-2-де бу құбыры жарылып, ер адам қаза тапты, - деп хабарлайды Tengrinews.kz тілшісі."
366,"Павлодарда көтерме-бөлшек сауда дүкенінде өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі ҚР ТЖМ баспасөз қызметіне сілтеме жасап. "
367,"Алматыда ""Медина"" спорт кешенінен өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі ҚР ТЖМ баспасөз қызметіне сілтеме жасап."
368,"Алматы облысында өрт кезінде 4 адам қаза болды, - деп хабарлайды Tengrinews.kz тілшісі ҚР ТЖМ баспасөз қызметіне сілтеме жасап."
369,Оралдаь зейнеткер мен немересі қаза тапқан қайғылы оқиғаның мән-жайы айтылды. Үйдегі өрттің салдарынан қарт адам мен сегіз жастағы бала қаза
370,"Маңғыстау облысында жанармай бекетінің маңында көлік жарылып кетті, - деп хабарлайды ""Лада""."
371,"Оралда өртте қарт адам мен сегіз жастағы бала қаза тапты. Көршілері зейнеткер мен оның немересін өрттен алып шығуға тырысқан, бірақ құтқара"
372,"Нұр-Сұлтандағы жан түршігерлік өртте бес қызынан айырылған астаналықтар Евгений мен Жанымгүл Ситер ұлды болды, - деп хабарлайды Tengrinews.kz"
373,"Шідерті кентінде үй өртеніп, 2 адам қаза тапты, - деп хабарлайды Tengrinews.kz тілшісі Pavlodarnews.kz порталына сілтеме жасап."
374,"Павлодарда көпқабатты үйдің тұрғыны пәтерінде өрт шыққан соң келген төтенше жағдай қызметі жұмысшыларына есік ашудан бас тартты, - деп хабарлайды"
375,"Ростов-на-Дону қаласында орналасқан базарда пиротехника сақталған павильон өртенді, - деп хабарлайды РИА Новости."
376,"Түркістан облысының өрт сөндірушілері Кентау қаласындағы ""Қазпошта"" бөлімшесінде шыққан өртті сөндірді. Бұл туралы ТЖМ ресми өкілі Талғат Уәли"
377,"Қарағанды облысында өрттен үш адам қаза тапты, - деп хабарлайды Tengrinews.kz тілшісі ҚР ТЖМ баспасөз қызметіне сілтеме жасап. "
378,"Қостанай облысында өрттен 2 бала қаза тапты, - деп хабарлайды Tengrinews.kz тілшісі Аlau.kz порталына сілтеме жасап."
379,"Павлодарда жүргізуші көлігімен бірге жанып кете жаздады, - деп хабарлайды Tengrinews.kz тілшісі."
380,"Талдықорғанда өрттен зардап шеккен сегіз адамның бірі ауруханада көз жұмды, - деп хабарлайды Tengrinews.kz тілшісі Алматы облысы Денсаулық сақтау"
381,"Нұр-Сұлтандағы Нұрлы жол вокзалы маңында газ баллоны жарылды, - деп хабарлайды Tengrinews.kz тілшісі қала ТЖД баспасөз қызметіне сілтеме жасап."
382,"Таразда моншадан шыққан өрт көршілес үйге, дәмхана мен дүкенге жайылған, - деп хабарлайды Tengrinews.kz тілшісі."
383,"Алматыда Әуезов ауданының №1 шағын ауданында көп пәтерлі үйде өрт шықты. 83 жастағы әйел зардап шекті, - деп хабарлайды Tengrinews.kz тілшісі"
384,Ресейлік стюардесса ұшақ бортында өрт шыққан жағдайда жолаушылардың не істеу керектігін және төтенше жағдай кезінде аман қалу мүмкіндіктері
385,Испанияның Кастельон-де-ла-Плана қаласының әуежайында British Airways әуекомпаниясына тиесілі Boeing 747 жолаушылар ұшағы өртенді. Оқиға орнында
386,"Шығыс Қазақстан облысындағы Риддер қаласының өртсөндірушілері жанып жатқан үйден миллион теңге алып шықты, - деп хабарлайды Tengrinews.kz тілшісі."
387,"Нұр-Сұлтанда 18-19 қарашаға қараған түні қызметтік вагон өртенді, - деп хабарлайды Tengrinews.kz тілшісі."
388,"Ақтөбе облысында сұйық май шығаратын зауыт өртенді. От газ арқылы пісте кептіретін цехтан шыққан, - деп хабарлайды КТК."
389,"""Миллениум Парк"" тұрғын үй кешенінің тұрғындары көрші үйдің терезесінен өрт көріп, полиция шақыртқан, - деп хабарлайды Tengrinews.kz тілшісі"
390,"Хромтауда газ баллоны жарылғаннан кейін үй құлады, - деп хабарлайды Tengrinews.kz тілшісі ТЖМ ресми өкілі Талғат Уәлиге сілтеме жасап."
391,"Бүгін Алматыдағы ірі ойын-сауық орталығынан өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі."
392,"Алматыда пайдалануға берілмеген ғимарат өртенді, - деп хабарлайды Tengrinews.kz тілшісі қалалық төтенше жағдайлар департаментіне сілтеме жасап."
393,"Таразда өрттен 3 адам қаза тапты. Бұл туралы Төтенше жағдайлар министрлігінің ресми өкілі Талғат Уәли айтты, - деп хабарлайды Tengrinews.kz"
394,"Алматыда автобөлшектер базарында өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі ТЖМ ресми өкілі Талғат Уәлиге сілтеме жасап."
395,"Нұр-Сұлтандағы Шұбар шағынауданында өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі."
396,"Екібастұзда ақшасы бар инкассатор көлігі өртенді, - деп хабарлайды Tengrinews.kz тілшісі."
397,"Алматы облысында дәретхана қағазын шығаратын цехта жарылыс болып, жұмысшы қаза тапты, - деп хабарлайды Tengrinews.kz тілшісі Төтенше жағдайлар"
398,"Алматыда техникалық жөндеу орталығында жарылыс болды, - деп хабарлайды Tengrinews.kz тілшісі қалалық төтенше жағдай департаментіне сілтеме жасап."
399,"БҚО-да 16 жастағы қыз үш баланы өрттен құтқарып қалды, - деп хабарлайды Tengrinews.kz тілшісі ТЖМ баспасөз қызметіне сілтеме жасап."
400,"Қарағандыда екі күдікті ұрлық жасағандарын жасыру үшін қасақана өрт ұйымдастырған, - деп хабарлайды Polisia.kz."
401,"Өскеменде көппәтерлі тұрғын үйдің бірінші қабатындағы азық-түлік дүкенінен өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі Аltaynews.kz порталына"
402,"Алматыда көлік өртенді, - деп хабарлайды Tengrinews.kz тілшісі"
403,"Шымкентте мас ер адам екі баласын бөлмеге қамап, газ баллонын жарып жібермек болды, - деп хабарлайды Tengrinews.kz тілшісі ""Хабар 24"" сайтына"
404,"Алматыда тауда орналасқан үй өртенді. Ол Шымбұлақ тау-шаңғы курортынан жоғарыда - Тұйық су шатқалында орналасқан, - деп хабарлайды Tengrinews.kz"
405,"Елордада Сарыарқа аудандағы тұрғын үй кешенінен өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі."
406,"Павлодарда түнде сауда үйі өртенді, - деп хабарлайды Tengrinews.kz тілшісі."
407,"Каспий теңізінің жағалауында тағы қамыс өртенді. Атырау тұрғындары жексенбі күні ыстың иісін сезді, қаладағы бірнеше ауданға түтін жетті, -"
408,"Алматыда қоймадан өрт шықты. Түтін қала орталығынан көрінді, - деп хабарлайды Tengrinews.kz тілшісі."
409,"Рязань маңындағы әскери қоймалардағы оқ-дәрілердің жарылу қарқыны бәсеңдеді, - деп хабарлайды РИА Новости."
410,"Қарағандыда көпқабатты үйдегі өрттен үш адам қаза тапты, - деп хабарлайды Tengrinews.kz тілшісі. Бұл туралы аймақтың ТЖД баспасөз қызметі мәлімдеді. "
411,"Бішкектегі Ақ үйде шыққан өрт өрши түсті, - деп хабарлайды Sputnik Кыргызстан."
412,"Бішкекте митингіге шыққандар басып кірген Ақ үй өртеніп жатыр. Ғимаратта парламент пен президент әкімшілігі отыратын, - деп хабарлайды Tengrinews.kz"
413,"Қостанайда белгісіз біреу спорттық тағамдар дүкенін өртеген сәт видеоға түсіп қалды, - деп хабарлайды Tengrinews.kz тілшісі."
414,Таразда үйдегі өрттен екі бала көз жұмды - деп хабарлайды Tengrinews.kz тілшісі Жамбыл облысы әкімінің баспасөз қызметіне сілтеме жасап.
415,"22-ші шағын ауданда орналасқан ""Масат"" базарында алапат өрт болды. Отты сөндіруге жүзден аса адам жұмылды, - деп хабарлайды inAktau."
416,"Оралда жанып жатқан көпқабатты үйден 30 адам құтқарылды. Олардың арасында 5 бала бар, - деп хабарлайды Tengrinews.kz тілшісі ""Мой город"" порталына"
417,"Алматыда полиция қызметкері шырт ұйқыда жатқан адамды өрттен құтқарды, - деп хабарлайды Tengrinews.kz тілшісі Polisia.kz порталына сілтеме жасап."
418,"14 қыркүйекке қараған түні Алматыда кафе өртеніп, өрт тұрғын үйдің төбесіне дейін жеткен, - деп хабарлайды Tengrinews.kz тілшісі."
419,"Лесбос аралығындағы ең ірі Мориа босқындар лагері толығымен жанып кетті, - деп хабарлайды Tengrinews.kz тілшісі РИА Новости агенттігіне сілтеме"
420,"Өрт сөндірушілер Павлодардағы қонақүй кешенінің аумағында болған өртті бес сағат бойы өшірді, - деп хабарлайды Tengrinews.kz тілшісі."
421,"Солтүстік Қазақстан облысында түнде үй өртеніп, 4 адам қаза тапты, - деп хабарлайды Tengrinews.kz тілшісі."
422,Бүгін Жерорта теңізінде 17 адам отырған яхтаның өртенгені хабарланды. Оның сегізі қазақстандық турист болған. Tengrinews.kz тілшісі Италияда
423,"Италияда яхта өртенді. Онда қазақстандық туристер болған, - деп хабарлайды Euronews."
424,"Алматыда Шығыс айналма жолында Төле би көшесінен төмен аумақтағы тау бөктерінен өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі. "
425,"Рудный қаласында автобус паркі өртенді, - деп хабарлайды Tengrinews.kz тілшісі ІІМ Төтенше жағдай комитетінің баспасөз қызметіне сілтеме жасап."
426,"Алматы облысының Қаскелең қаласында бес қабатты тұрғын үйде өрт шықты. Пәтер иесі түтіннен уланып қайтыс болды, - деп хабарлайды inAlmaty.kz."
427,Ауыр атлетикадан Қазақстан чемпионы Дәурен Рымқұлов өрттен алты адамды аман алып қалды. Tengrinews.kz тілшісіне берген сұхбатта ол өзін қаһарман
428,"""Қазақфильм"" киностудиясында өртке байланысты ішкі тексеріс жүріп жатыр, - деп хабарлайды Tengrinews.kz тілшісі."
429,"Алматыда болған өрттің видеосы Желіде жарияланды, - деп хабарлайды Tengrinews.kz тілшісі."
430,"Алматыда Кардиология орталығының жанындағы ғимарат өртенді, - деп хабарлайды Tengrinews.kz тілшісі."
431,"""Қазақфильм"" студиясындағы ""өрттің әдейі жасалғаны анық"". Бұл туралы ""Қазақфильм"" АҚ президенті Ақан Сатаев айтты, - деп хабарлайды Tengrinews.kz"
432,"14 тамыз, жұма күні Алматыдағы ""Қазақфильм"" студиясында ірі өрт болды, - деп хабарлайды Tengrinews.kz."
433,"Алматының Түрксіб ауданында өндірістік нысан аумағындағы екі қабатты жатақхана өртенді, - деп хабарлайды Tengrinews.kz тілшісі."
434,"Қаскелеңдегі көпқабатты үйден шыққан өрттен кейін 5 адам ауруханаға түсті, - деп хабарлайды Tengrinews.kz тілшісі Алматы облысы ТЖД баспасөз"
435,"Ақтөбе облысында жазық дала өртенді, - деп хабарлайды Tengrinews.kz тілшісі. "
436,"Жол талғамайтын көлік газ құйылған автожанармай құю бекетіне соқтығысып, салдарынан жарылыс болды. Екі адам зардап шекті және екі көлік өртеніп"
437,"Алматыда 63 жастағы зейнеткер үш баланы жалғыз тәрбиелеп отыр және олар өрттен кейін түгі қалмаған үйде тұрып жатыр, - деп хабарлайды Tengrinews.kz"
438,"Өткен тәулікте республика бойынша 12 табиғи өрт болды, - деп хабарлайды Tengrinews.kz тілшісі ІІМ ТЖК-ге сілтеме жасап."
439,"Шымкент қаласында 2 тамызда сағат 11:07-де Әл-Фараби ауданы, Төлеби көшесі бойында орналасқан ""Визит"" ЖШС-ның аумағында өрт шыққаны туралы хабарлама"
440,"Атбасар ауданы Хрящев аулында өрттен зардап шеккен отбасы мүшелерінің денсаулығына қатысты мәлімет шықты, - деп хабарлайды Tengrinews.kz тілшісі. "
441,"Елорданың оң жағалауында өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі."
442,"Атбасар ауданы Хрящева ауылында үй өртеніп, 3 бала қаза тапты, - деп хабарлайды Tengrinews.kz тілшісі облыстық төтенше жағдай департаментінің"
443,"Нанттағы Қасиетті Петр және Павел шіркеуінде жұмыс істеген ерікті соборды өртегенін мойындады. Бұл туралы Ouest France газеті жазды, - деп хабарлайды"
444,"Шарбақты ауданында өрт сөндірушілер жанып жатқан жазғы үйдің асханасынан газ баллонын шығарып үлгерді, - деп хабарлайды Pavlodarnews.kz."
445,"Жамбыл облысы Мойынқұм ауданында болған өрттің видеосы пайда болды. Өрт осымен төрт күн бойы сөндіріліп жатыр, - деп хабарлайды Tengrinews.kz"
446,"Сенбі күні таңертең Францияның батысындағы Нант қаласында орналасқан Әулие Петр және Павелдің шіркеуі өртенді, - деп хабарлайды РИА Новости."
447,"Орал маңында алапат өрт болды. Табиғи апат түнде саяжайға жеткен, - деп хабарлайды Tengrinews.kz тілшісі ""Мой ГОРОД"" басылымына сілтеме жасап."
448,"Атырау қаласындағы ірі ""Сарайшық"" базары өртенді, деп хабарлайды Tengrinews.kz тілшісі. "
449,"Батыс Қазақстан облысында өрт сөндірушілер үш орман өртімен күресіп жатыр, - деп хабарлайды Tengrinews.kz тілшісі ІІМ ТЖК баспасөз қызметіне"
450,"Батыс Қазақстан облысында найзағай салдарынан өрт шықты, деп хабарлайды Tengrinews.kz тілшісі."
451,"Алматы облысындағы ""Алтын орда"" базарынан өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі."
452,"Мысырдың солтүстігінде орналасқан Александрия қаласында ауруханадан өрт шығып, кем дегенде жеті адам қаза тапты, - деп хабарлайды РИА Новости"
453,"Алматы барахолкасында жиһаз цехі өртенді, - деп хабарлайды Tengrinews.kz тілшісі."
454,Қызылорда облысында аудандық орталық базардан өрт шықты - деп хабарлайды Tengrinews.kz тілшісі.
455,"Алматы облысында түсірген әсерлі видеосы Желіде қызу талқыланған көпбалалы әкеге жаңа үйге үш күнде ақша жиналды, - деп хабарлайды Tengrinews.kz"
456,"Қостанайлық өртсөндірушілер кішкентай баланы өрттен аман алып қалды, - деп хабарлайды Tengrinews.kz тілшісі облыстық ТЖД баспасөз қызметіне"
457,"Нұр-Сұлтанда ГАЗель өртенді, - деп хабарлайды Tengrinews.kz тілшісі."
458,"Түркістан облысы Кентау қаласындағы жиһаз цехында өрт болды, - деп хабарлайды Tengrinews.kz тілшісі ІІМ ТЖК-нің баспасөз қызметіне сілтеме жасап."
459,"Алматыдағы ADK ойын-сауық орталығы маңындағы цехтен өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі."
460,"Алматы облысында құтқарушылар қоқыс полигонындағы өрт ауыздақтылды, - деп хабарлайды Tengrinews.kz аймақтың төтенше жағдайлар департаментіне"
461,"Көкшетауда түнде өрт болды, бір бала көз жұмды, екі бала жансақтау бөлімінде, - деп хабарлайды Tengrinews.kz тілшісі Ақмола облысы ТЖД баспасөз"
462,"32 жастағы ер адам үстіне жанармай құйып, өзін өртегісі келген. Алайда дер кезінде келген полицейлер оны құтқарып қалды, - деп хабарлайды Tengrinews.kz"
463,Алматыда Іле ауданындағы қоқыс полигонында болған өрттің видеосы жарияланды. Өрт сөндірушілер өрттің таралуына жол бермеу үшін МИ-8 тікұшағы
464,"Алматыдан 35 шақырым жердегі қоқыс полигоны өртеніп жатыр. Үш гектардан астам жер жанып кетті, - деп хабарлайды Tengrinews.kz тілшісі облыстық"
465,"Степногорскіде саяжайдан өрт шығып, бес адам қаза тапты. Қаза тапқандардың ішінде бес жасар бала бар, - деп хабарлайды Tengrinews.kz тілшісі"
466,"Хромтау қаласында Дөң кен байыту комбинатында өрт болды. Жөндеу жұмыстарын жүргізу кезінде газ құбыры өртеніп кетті , - деп хабарлайды Tengrinews.kz"
467,"Шымкентте базар маңында автотұрақта болған өрттің видеосы тарады, - деп хабарлайды Tengrinews.kz тілшісі."
468,"Алматыда салынып бітпеген мектептің жанып жатқан ғимаратының төбесінде қалып қойған ер адамды құтқару сәті видеоға түсірілді, - деп хабарлайды"
469,"Атырауда жанармай құю бекетіндегі жарылыстың видеосы жарияланды, - деп хабарлайды Tengrinews.kz тілшісі."
